SIFID,d15N,d13C,WtN,WtC,CN,Comments,fishID,SampType,Stream,SampYR,SampDate,SiteID,SpecCode,TL_mm,Wt_g,Sex,Source,d13C.norm,trophic
2016_F156,9.022824,-28.6598133,14.40929049,46.90620848,3.255275374,NA,2016-LR04-BNT-55,M1,Laramie,2016,8/28/16,LR04,BNT,151,40.56,UNK,Maitland,-28.6598133,NA
2016_F158,9.1967196,-28.7509563,14.56394069,48.02817544,3.297745882,NA,2016-LR04-BNT-56,M1,Laramie,2016,8/28/16,LR04,BNT,140,31.56,UNK,Maitland,-28.7509563,NA
2016_F160,9.7953602,-27.7321801,14.3238272,49.32484714,3.443552233,NA,2016-LR04-BNT-57,M1,Laramie,2016,8/28/16,LR04,BNT,199,82.35,UNK,Maitland,-27.7321801,NA
2016_F163,9.0568036,-28.7489309,14.54330706,49.33479534,3.392268012,NA,2016-LR04-BNT-58,M1,Laramie,2016,8/28/16,LR04,BNT,174,54.25,UNK,Maitland,-28.7489309,NA
2016_F165,8.7339974,-28.154476,14.69401909,48.65068097,3.31091723,NA,2016-LR04-BNT-59,M1,Laramie,2016,8/28/16,LR04,BNT,200,80.05,UNK,Maitland,-28.154476,NA
2016_F170,8.5551048,-31.3333413,11.7288037,46.48939769,3.963694752,NA,2016-LR04-BNT-62,BODY,Laramie,2016,8/28/16,LR04,BNT,78,4.64,UNK,Maitland,-30.7292835,NA
2016_F171,8.2952608,-30.3803906,13.6760056,44.8097682,3.276524559,NA,2016-LR04-BNT-63,BODY,Laramie,2016,8/28/16,LR04,BNT,51,1.66,UNK,Maitland,-30.3803906,NA
2016_F181,15.0282186,-27.4303955,14.60212329,47.9286752,3.282308623,NA,2016-LR08-LMB-11,M1,Laramie,2016,9/2/16,LR08,LMB,121,30.33,UNK,Maitland,-27.4303955,NA
2016_F183,13.7040136,-27.1610173,14.5305179,47.46258317,3.266406847,NA,2016-LR08-LMB-12,M1,Laramie,2016,9/2/16,LR08,LMB,170,69.12,UNK,Maitland,-27.1610173,NA
2016_F190,15.1501454,-27.8142088,14.61284748,48.02358421,3.28639468,NA,2016-LR08-LMB-15,M1,Laramie,2016,9/2/16,LR08,LMB,129,34.06,UNK,Maitland,-27.8142088,NA
2016_F193,12.345829,-27.4547003,13.20125451,50.34434618,3.81360318,NA,2016-LR08-BMS-81,BODY,Laramie,2016,9/2/16,LR08,BMS,61,2.03,UNK,Maitland,-26.99923315,NA
2016_F194,12.5966784,-27.2055761,12.89942115,46.66299806,3.617448993,NA,2016-LR08-BMS-82,BODY,Laramie,2016,9/2/16,LR08,BMS,66,2.68,UNK,Maitland,-26.9443016,NA
2016_F195,11.7451896,-28.2182761,13.20794331,49.75962117,3.767401176,NA,2016-LR08-BMS-83,BODY,Laramie,2016,9/2/16,LR08,BMS,55,1.52,UNK,Maitland,-27.80854894,NA
2016_F196,12.7116094,-28.0299139,12.19788861,49.24724076,4.037357803,NA,2016-LR08-BMS-84,BODY,Laramie,2016,9/2/16,LR08,BMS,65,2.4,UNK,Maitland,-27.35292968,NA
2016_F197,10.4229834,-28.1767554,11.70923768,51.25221443,4.377075249,NA,2016-LR08-BMS-85,BODY,Laramie,2016,9/2/16,LR08,BMS,55,1.63,UNK,Maitland,-27.1634509,NA
2016_F198,11.9270804,-27.5833132,12.78881371,48.88410396,3.822411138,NA,2016-LR08-BMS-86,BODY,Laramie,2016,9/2/16,LR08,BMS,57,1.62,UNK,Maitland,-27.11912617,NA
2016_F199,12.6686352,-28.6851308,12.25954545,49.98953159,4.077600739,NA,2016-LR08-BMS-87,BODY,Laramie,2016,9/2/16,LR08,BMS,49,1.07,UNK,Maitland,-27.96830607,NA
2016_F200,11.5593012,-28.7165245,11.83316026,50.19684086,4.242048595,NA,2016-LR08-BMS-88,BODY,Laramie,2016,9/2/16,LR08,BMS,54,1.62,UNK,Maitland,-27.83689639,NA
2016_F201,10.6838268,-27.6258466,12.51450483,49.04713554,3.919223031,NA,2016-LR08-BMS-89,BODY,Laramie,2016,9/2/16,LR08,BMS,53,1.37,UNK,Maitland,-27.0658158,NA
2016_F202,9.8243428,-29.6482085,12.04899238,49.88039308,4.139797877,NA,2016-LR08-BMS-90,BODY,Laramie,2016,9/2/16,LR08,BMS,59,1.87,UNK,Maitland,-28.8698086,NA
2016_F203,11.8381338,-31.1459918,12.23503171,47.88569609,3.913818717,NA,2016-LR08-BMS-91,BODY,Laramie,2016,9/2/16,LR08,BMS,56,1.61,UNK,Maitland,-30.59131127,NA
2016_F204,11.4053936,-30.4603939,12.55213018,47.90436022,3.816432712,NA,2016-LR08-BMS-92,BODY,Laramie,2016,9/2/16,LR08,BMS,40,0.45,UNK,Maitland,-30.00212552,NA
2016_F205,7.942098,-25.8870758,14.02809,46.8076272,3.336707078,NA,2016-LR04-LNS-34,M1,Laramie,2016,8/28/16,LR04,LNS,133,23.92,UNK,Maitland,-25.8870758,NA
2016_F207,7.979135,-26.6785352,13.8319498,49.10058,3.549794549,NA,2016-LR04-LNS-35,M1,Laramie,2016,8/28/16,LR04,LNS,210,105.82,UNK,Maitland,-26.4842386,NA
2016_F210,7.685842,-27.4120085,14.4973654,47.6763488,3.288621586,NA,2016-LR04-LNS-36,M1,Laramie,2016,8/28/16,LR04,LNS,137,26.64,UNK,Maitland,-27.4120085,NA
2016_F212,7.977133,-26.4231929,14.5428773,48.2705448,3.319188067,NA,2016-LR04-LNS-37,M1,Laramie,2016,8/28/16,LR04,LNS,224,138.16,UNK,Maitland,-26.4231929,NA
2016_F217,7.960116,-26.2665287,14.5912566,47.9299747,3.28484215,NA,2016-LR04-LNS-46,M1,Laramie,2016,8/28/16,LR04,LNS,126,18,UNK,Maitland,-26.2665287,NA
2016_F219,8.439595,-27.3336764,14.5453687,47.8692595,3.291031014,NA,2016-LR04-LNS-47,M1,Laramie,2016,8/28/16,LR04,LNS,215,99,UNK,Maitland,-27.3336764,NA
2016_F221,7.760917,-26.786369,14.3047906,47.9987781,3.355433815,NA,2016-LR04-LNS-48,M1,Laramie,2016,8/28/16,LR04,LNS,197,78,UNK,Maitland,-26.786369,NA
2016_F223,7.836993,-26.1841274,13.7603421,47.8902097,3.48030662,NA,2016-LR04-LNS-49,M1,Laramie,2016,8/28/16,LR04,LNS,135,18,UNK,Maitland,-26.1841274,NA
2016_F225,10.665819,-28.9399931,13.1082148,45.7673783,3.491503534,NA,2016-LR04-JDT-78,BODY,Laramie,2016,8/26/16,LR04,JDT,51,0.96,UNK,Maitland,-28.9399931,NA
2016_F226,10.467621,-28.1180147,12.9311494,44.5713941,3.446823845,NA,2016-LR04-JDT-79,BODY,Laramie,2016,8/26/16,LR04,JDT,59,1.63,UNK,Maitland,-28.1180147,NA
2016_F227,11.039192,-28.5381596,13.0441887,44.9784094,3.44815691,NA,2016-LR04-JDT-80,BODY,Laramie,2016,8/26/16,LR04,JDT,60,1.81,UNK,Maitland,-28.5381596,NA
2016_F228,10.294448,-28.2828173,12.9324111,44.5700461,3.446383335,NA,2016-LR04-JDT-81,BODY,Laramie,2016,8/26/16,LR04,JDT,55,1.25,UNK,Maitland,-28.2828173,NA
2016_F230,10.90706,-29.5259579,12.9286782,46.0858098,3.564618833,NA,2016-LR05-FHM-19,BODY,Laramie,2016,8/26/16,LR05,FHM,61,2.79,UNK,Maitland,-29.31698526,NA
2016_F231,10.088242,-29.726366,12.9308813,48.4449724,3.74645558,NA,2016-LR05-FHM-20,BODY,Laramie,2016,8/26/16,LR05,FHM,61,2.56,UNK,Maitland,-29.33737498,NA
2016_F232,9.781936,-29.2695983,12.9686217,45.8626156,3.536429442,NA,2016-LR05-FHM-21,BODY,Laramie,2016,8/26/16,LR05,FHM,64,1.81,UNK,Maitland,-29.08853315,NA
2016_F233,11.305458,-28.7304293,13.7956589,48.6774755,3.528463254,NA,2016-LR05-CSH-51,M1,Laramie,2016,8/26/16,LR05,CSH,107,11.9,UNK,Maitland,-28.55725068,NA
2016_F235,9.022177,-28.5391769,14.4456973,48.2835267,3.342415786,NA,2016-LR05-CSH-52,M1,Laramie,2016,8/26/16,LR05,CSH,114,14.97,UNK,Maitland,-28.5391769,NA
2016_F237,9.464619,-28.027475,13.9788893,48.3905383,3.461686924,NA,2016-LR05-CSH-53,M1,Laramie,2016,8/26/16,LR05,CSH,115,15.8,UNK,Maitland,-28.027475,NA
2016_F238,8.798954,-27.1281818,11.0675403,43.0010409,3.885329507,NA,2016-LR04-LND-39,BODY,Laramie,2016,8/28/16,LR04,LND,70,2,UNK,Maitland,-26.60170559,NA
2016_F239,8.528684,-26.1790409,11.7986733,45.7376378,3.876506844,NA,2016-LR04-LND-40,BODY,Laramie,2016,8/28/16,LR04,LND,74,2,UNK,Maitland,-25.66129912,NA
2016_F240,8.201357,-27.406922,11.0111283,46.2687324,4.201997392,NA,2016-LR04-LND-41,BODY,Laramie,2016,8/28/16,LR04,LND,69,2,UNK,Maitland,-26.56694458,NA
2016_F242,10.662816,-30.5361368,11.8940446,45.5736789,3.831638474,NA,2016-LR08-CRP-41,BODY,Laramie,2016,9/2/16,LR08,CRP,54,2,UNK,Maitland,-30.06281471,NA
2016_F243,12.910061,-30.4934102,12.2711127,43.5358711,3.54783402,NA,2016-LR08-CRP-42,BODY,Laramie,2016,9/2/16,LR08,CRP,50,2,UNK,Maitland,-30.30105452,NA
2016_F244,13.008159,-26.6826044,12.7151621,44.2992381,3.483969591,NA,2016-LR08-CRP-43,BODY,Laramie,2016,9/2/16,LR08,CRP,73,4,UNK,Maitland,-26.6826044,NA
2016_F245,11.857009,-27.2817941,11.5951156,46.876583,4.042787034,NA,2016-LR08-CRP-44,BODY,Laramie,2016,9/2/16,LR08,CRP,54,2,UNK,Maitland,-26.59943494,NA
2016_F246,12.286438,-29.4771275,12.2078339,42.6957598,3.497406678,NA,2016-LR08-CRP-45,BODY,Laramie,2016,9/2/16,LR08,CRP,50,2,UNK,Maitland,-29.4771275,NA
2016_F247,10.986139,-27.4862714,12.3335882,41.2151843,3.341702644,NA,2016-LR08-CRP-46,BODY,Laramie,2016,9/2/16,LR08,CRP,50,2,UNK,Maitland,-27.4862714,NA
2016_F248,11.809962,-26.2644941,13.0909926,45.0520375,3.441453133,NA,2016-LR08-CRP-47,BODY,Laramie,2016,9/2/16,LR08,CRP,44,2,UNK,Maitland,-26.2644941,NA
2016_F249,11.072225,-28.7680694,12.3372683,43.6861933,3.540994022,NA,2016-LR08-CRP-48,BODY,Laramie,2016,9/2/16,LR08,CRP,52,2,UNK,Maitland,-28.58248532,NA
2016_F250,11.550703,-27.2706038,11.5719767,44.5930674,3.853539335,NA,2016-LR08-CRP-49,BODY,Laramie,2016,9/2/16,LR08,CRP,52,2,UNK,Maitland,-26.77559986,NA
2016_F254,12.041193,-25.3784258,14.5396458,46.9667973,3.230257322,NA,2016-LR08-CRP-73,M1,Laramie,2016,9/2/16,LR08,CRP,326,>500,UNK,Maitland,-25.3784258,NA
2016_F259,12.569721,-27.5167904,14.6267189,47.911049,3.275584178,NA,2016-LR08-WHS-65,M1,Laramie,2016,9/2/16,LR08,WHS,324,413,UNK,Maitland,-27.5167904,NA
2016_F269,12.48864,-27.1597181,12.6221657,43.4526045,3.442563307,NA,2016-LR08-YEP-51,BODY,Laramie,2016,9/2/16,LR08,YEP,71,3.94,UNK,Maitland,-27.1597181,NA
2016_F270,12.721873,-27.1393721,12.490687,43.3238074,3.468488755,NA,2016-LR08-YEP-52,BODY,Laramie,2016,9/2/16,LR08,YEP,65,2.99,UNK,Maitland,-27.1393721,NA
2016_F272,13.172323,-26.7985766,14.512568,46.8845097,3.230614299,NA,2016-LR08-LMB-32,M1,Laramie,2016,9/2/16,LR08,LMB,82,8.76,UNK,Maitland,-26.7985766,NA
2016_F276,13.016167,-27.6775238,12.0473586,44.9434875,3.730567753,NA,2016-LR08-LMB-36,BODY,Laramie,2016,9/2/16,LR08,LMB,68,4.15,UNK,Maitland,-27.30426172,NA
2016_F277,12.775927,-27.7009217,12.394762,46.0801266,3.717709674,NA,2016-LR08-LMB-37,BODY,Laramie,2016,9/2/16,LR08,LMB,64,3.73,UNK,Maitland,-27.34038912,NA
2016_F278,12.825977,-27.4415102,11.9111358,44.7111726,3.753728725,NA,2016-LR08-LMB-38,BODY,Laramie,2016,9/2/16,LR08,LMB,61,2.88,UNK,Maitland,-27.04531876,NA
2016_F279,12.60876,-27.3977663,12.4980004,45.1526076,3.612786538,NA,2016-LR08-LMB-39,BODY,Laramie,2016,9/2/16,LR08,LMB,52,1.96,UNK,Maitland,-27.14110763,NA
2016_F280,12.523675,-27.8179112,12.1577801,43.8565447,3.607282278,NA,2016-LR08-LMB-40,BODY,Laramie,2016,9/2/16,LR08,LMB,51,1.59,UNK,Maitland,-27.56670174,NA
2016_F281,10.423769,-26.5208332,13.9447641,49.3445937,3.538575005,NA,2016-LR05-WHS-01,M1,Laramie,2016,8/26/16,LR05,WHS,380,>500,UNK,Maitland,-26.33764395,NA
2016_F284,9.145492,-27.3527794,14.6497512,47.8984575,3.26957481,NA,2016-LR05-WHS-06,M1,Laramie,2016,8/26/16,LR05,WHS,150,33.8,UNK,Maitland,-27.3527794,NA
2016_F286,9.967313,-26.8517899,11.1998978,37.1433938,3.316404709,NA,2016-LR05-WHS-07,M1,Laramie,2016,8/26/16,LR05,WHS,151,31.81,UNK,Maitland,-26.8517899,NA
2016_F288,10.391737,-29.1178818,14.0514021,47.7923047,3.4012481,NA,2016-LR05-WHS-08,M1,Laramie,2016,8/26/16,LR05,WHS,145,30.13,UNK,Maitland,-29.1178818,NA
2016_F290,8.406754,-27.773813,14.4683133,47.5016338,3.283149377,NA,2016-LR05-WHS-09,M1,Laramie,2016,8/26/16,LR05,WHS,126,19.44,UNK,Maitland,-27.773813,NA
2016_F292,10.196542,-28.3689278,12.7355537,42.5040705,3.337434045,NA,2016-LR05-WHS-10,BODY,Laramie,2016,8/26/16,LR05,WHS,91,8.04,UNK,Maitland,-28.3689278,NA
2016_F293,9.906252,-26.761713,14.2853538,48.2388969,3.376807993,NA,2016-LR05-WHS-11,M1,Laramie,2016,8/26/16,LR05,WHS,407,>500,UNK,Maitland,-26.761713,NA
2016_F296,9.921267,-28.7272112,14.8672694,49.1368489,3.305035214,NA,2016-LR05-BNT-02,M1,Laramie,2016,8/26/16,LR05,BNT,211,101.02,UNK,Maitland,-28.7272112,NA
2016_F299,10.988333,-30.3880673,14.732178,49.2850695,3.345402798,NA,2016-LR05-BNT-03,M1,Laramie,2016,8/26/16,LR05,BNT,189,75.16,UNK,Maitland,-30.3880673,NA
2016_F302,9.711057,-29.0986519,14.7159615,49.5747722,3.368775611,NA,2016-LR05-BNT-04,M1,Laramie,2016,8/26/16,LR05,BNT,153,44.96,UNK,Maitland,-29.0986519,NA
2016_F304,10.902247,-27.6462884,14.6373323,49.6742491,3.393668196,NA,2016-LR05-BNT-05,M1,Laramie,2016,8/26/16,LR05,BNT,428,>500,UNK,Maitland,-27.6462884,NA
2016_F309,11.179524,-31.4740506,12.959562,51.8113823,3.997926959,NA,2016-LR05-LNS-13,M1,Laramie,2016,8/26/16,LR05,LNS,195,83.36,UNK,Maitland,-30.83610291,NA
2016_F316,10.043389,-30.9659764,13.8959666,50.2258354,3.614418259,NA,2016-LR05-LNS-15,M1,Laramie,2016,8/26/16,LR05,LNS,162,46.41,UNK,Maitland,-30.70770232,NA
2016_F313,10.8627361,-30.736692,12.4010664,51.34988676,4.140763794,NA,2016-LR05-LNS-14,M1,Laramie,2016,8/26/16,LR05,LNS,205,99.58,UNK,Maitland,-29.95733584,NA
2016_F318,10.1836682,-28.865368,13.71348225,50.23441915,3.663141005,NA,2016-LR05-LNS-16,M1,Laramie,2016,8/26/16,LR05,LNS,198,90.33,UNK,Maitland,-28.55885841,NA
2016_F320,11.7278226,-30.1193064,13.14894874,47.06387925,3.579288367,NA,2016-LR05-LNS-17,BODY,Laramie,2016,8/26/16,LR05,LNS,78,4.7,UNK,Maitland,-29.89581092,NA
2016_F321,10.1656664,-28.6061064,13.39448408,50.4458656,3.766167126,NA,2016-LR04-CKC-64,M1,Laramie,2016,8/28/16,LR04,CKC,151,37.03,UNK,Maitland,-28.19760095,NA
2016_F323,10.331683,-28.3448272,14.11853362,48.62859039,3.444308856,NA,2016-LR04-CKC-65,M1,Laramie,2016,8/28/16,LR04,CKC,168,55.06,UNK,Maitland,-28.3448272,NA
2016_F325,9.3185817,-28.6716784,13.3931533,49.56410813,3.700704905,NA,2016-LR04-CKC-66,M1,Laramie,2016,8/28/16,LR04,CKC,119,15.55,UNK,Maitland,-28.32798054,NA
2016_F327,8.8945393,-28.0492488,13.35051554,46.45793126,3.479860469,NA,2016-LR04-CKC-06,BODY,NA,NA,NA,NA,NA,NA,NA,NA,Maitland,-28.0492488,NA
2016_F328,9.3095808,-28.209648,13.40096798,48.03296231,3.584290508,NA,2016-LR04-CKC-68,BODY,Laramie,2016,8/28/16,LR04,CKC,83,5.93,UNK,Maitland,-27.9812004,NA
2016_F329,8.5675066,-27.7819168,13.22210219,45.58597086,3.447709766,NA,2016-LR04-CKC-69,BODY,Laramie,2016,8/28/16,LR04,CKC,86,6.03,UNK,Maitland,-27.7819168,NA
2016_F330,8.9575456,-29.5069648,12.66291692,47.44078375,3.746434098,NA,2016-LR04-CKC-70,BODY,Laramie,2016,8/28/16,LR04,CKC,75,3.82,UNK,Maitland,-29.11799504,NA
2016_F331,10.0726571,-28.5415432,13.56387445,50.17739383,3.699340775,NA,2016-LR04-CKC-71,M1,Laramie,2016,8/28/16,LR04,CKC,167,50.09,UNK,Maitland,-28.19919583,NA
2016_F333,9.091559,-29.2113864,13.86031836,48.8578764,3.525018338,NA,2016-LR04-CKC-72,M1,Laramie,2016,8/28/16,LR04,CKC,134,24.39,UNK,Maitland,-29.04161825,NA
2016_F335,8.9945493,-28.562728,14.45796605,47.83683472,3.308683569,NA,2016-LR04-CKC-73,M1,Laramie,2016,8/28/16,LR04,CKC,126,20.23,UNK,Maitland,-28.562728,NA
2016_F337,8.8155314,-28.6061064,12.79453418,45.09384445,3.524461603,NA,2016-LR04-CKC-74,BODY,Laramie,2016,8/28/16,LR04,CKC,77,3.98,UNK,Maitland,-28.43688941,NA
2016_F338,6.8853384,-24.16436,13.74267217,48.40004761,3.521880388,NA,2016-LR00-LNS-07,M1,Laramie,2016,8/27/16,LR00,LNS,155,35.02,UNK,Maitland,-23.99769842,NA
2016_F340,6.6303129,-24.1603248,14.16002343,48.66850731,3.437035791,NA,2016-LR00-LNS-08,M1,Laramie,2016,8/27/16,LR00,LNS,166,51.99,UNK,Maitland,-24.1603248,NA
2016_F342,10.6307129,-27.2200152,13.83765396,48.25813654,3.487450739,NA,2016-LR08-SMB-01,M1,Laramie,2016,9/2/16,LR08,SMB,99,9,UNK,Maitland,-27.2200152,NA
2016_F345,8.1604659,-25.445536,14.34842323,47.1589721,3.286700661,NA,2016-LR00-BKT-34,M1,Laramie,2016,8/27/16,LR00,BKT,137,25.25,UNK,Maitland,-25.445536,NA
2016_F348,6.7723271,-22.3122032,14.19359617,46.68425467,3.289106869,NA,2016-LR00-BKT-35,M1,Laramie,2016,8/27/16,LR00,BKT,137,33.49,UNK,Maitland,-22.3122032,NA
2016_F351,7.0253524,-22.2990888,13.88865097,47.91139038,3.449679202,NA,2016-LR00-BKT-36,M1,Laramie,2016,8/27/16,LR00,BKT,162,41.99,UNK,Maitland,-22.2990888,NA
2016_F354,7.7894288,-25.1267552,14.14901836,48.07945425,3.398077027,NA,2016-LR00-BKT-37,M1,Laramie,2016,8/27/16,LR00,BKT,192,89.9,UNK,Maitland,-25.1267552,NA
2016_F359,7.8424341,-24.1986592,14.38150856,47.52649185,3.304694474,NA,2016-LR00-BKT-39,M1,Laramie,2016,8/27/16,LR00,BKT,160,48.09,UNK,Maitland,-24.1986592,NA
2016_F364,7.8384337,-25.5988736,13.61450668,48.87341905,3.589804624,NA,2016-LR00-BKT-41,M1,Laramie,2016,8/27/16,LR00,BKT,199,86.66,UNK,Maitland,-25.36496702,NA
2016_F367,7.4253924,-22.7197584,13.69991452,46.49133168,3.393549034,NA,2016-LR00-BKT-42,M1,Laramie,2016,8/27/16,LR00,BKT,192,77.77,UNK,Maitland,-22.7197584,NA
2016_F370,7.4083907,-22.9598528,13.94421849,48.59219403,3.48475564,NA,2016-LR00-BKT-43,M1,Laramie,2016,8/27/16,LR00,BKT,213,123.84,UNK,Maitland,-22.9598528,NA
2016_F373,7.9444443,-25.818792,14.11081809,48.40847629,3.43059318,NA,2016-LR00-BKT-44,M1,Laramie,2016,8/27/16,LR00,BKT,182,63.36,UNK,Maitland,-25.818792,NA
2016_F376,8.3604859,-26.0487984,13.85600112,48.69566257,3.514409544,NA,2016-LR00-BKT-45,M1,Laramie,2016,8/27/16,LR00,BKT,227,145.46,UNK,Maitland,-25.88953295,NA
2016_F379,7.5384037,-23.23122,14.5488305,46.67545278,3.208192768,NA,2016-LR00-BKT-46,M1,Laramie,2016,8/27/16,LR00,BKT,260,193.71,UNK,Maitland,-23.23122,NA
2016_F382,11.4157914,-27.029352,14.56566556,47.31603357,3.248463544,NA,2016-LR05-CKC-54,M1,Laramie,2016,8/26/16,LR05,CKC,119,19.51,UNK,Maitland,-27.029352,NA
2016_F307,11.7988297,-31.7465008,12.2847515,51.95059487,4.228868191,NA,2016-LR05-LNS-12,M1,Laramie,2016,8/26/16,LR05,LNS,219,131.78,UNK,Maitland,-30.87992129,NA
2016_F382,11.4446634,-26.921974,14.37363912,46.90377949,3.263180542,NA,2016-LR05-CKC-54,M1,Laramie,2016,8/26/16,LR05,CKC,119,19.51,UNK,Maitland,-26.921974,NA
2016_F384,11.1771828,-28.136208,14.33267097,47.41241913,3.307996062,NA,2016-LR05-CKC-55,M1,Laramie,2016,8/26/16,LR05,CKC,165,57.76,UNK,Maitland,-28.136208,NA
2016_F387,10.1713756,-28.4095115,12.78467038,45.18348179,3.534192159,NA,2016-LR05-CKC-56,BODY,Laramie,2016,8/26/16,LR05,CKC,88,7.66,UNK,Maitland,-28.23066126,NA
2016_F388,10.9928516,-27.9960265,13.49078991,46.11296208,3.418106901,NA,2016-LR05-CKC-57,BODY,Laramie,2016,8/26/16,LR05,CKC,80,4.84,UNK,Maitland,-27.9960265,NA
2016_F389,11.2042314,-27.593635,14.24617048,47.36853768,3.325001462,NA,2016-LR05-CKC-58,M1,Laramie,2016,8/26/16,LR05,CKC,135,26.53,UNK,Maitland,-27.593635,NA
2016_F391,9.8047168,-28.4639705,12.80196245,42.8911884,3.350360427,NA,2016-LR05-CKC-59,BODY,Laramie,2016,8/26/16,LR05,CKC,90,6.99,UNK,Maitland,-28.4639705,NA
2016_F392,10.7193602,-26.7071635,12.68214452,47.02644036,3.708082674,NA,2016-LR05-CKC-60,BODY,Laramie,2016,8/26/16,LR05,CKC,41,0.84,UNK,Maitland,-26.35616165,NA
2016_F393,10.6342072,-28.6031435,12.87593735,46.56531149,3.616459931,NA,2016-LR05-CKC-61,BODY,Laramie,2016,8/26/16,LR05,CKC,84,5.6,UNK,Maitland,-28.34284817,NA
2016_F394,10.354705,-28.727189,12.93973412,45.29170175,3.500203428,NA,2016-LR05-CKC-62,BODY,Laramie,2016,8/26/16,LR05,CKC,89,6.67,UNK,Maitland,-28.58198761,NA
2016_F395,10.5079804,-28.0968765,14.41244304,46.89035531,3.253463357,NA,2016-LR05-CKC-63,M1,Laramie,2016,8/26/16,LR05,CKC,126,20.3,UNK,Maitland,-28.0968765,NA
2016_F397,11.9205184,-27.9092955,14.39219391,47.4394534,3.296193317,NA,2016-LR05-CKC-64,M1,Laramie,2016,8/26/16,LR05,CKC,166,54.46,UNK,Maitland,-27.9092955,NA
2016_F400,10.4178184,-28.436741,13.25714099,48.46512766,3.65577523,NA,2016-LR05-CKC-65,M1,Laramie,2016,8/26/16,LR05,CKC,148,34.95,UNK,Maitland,-28.13752352,NA
2016_F402,10.6031514,-28.759461,14.27542714,47.57945323,3.332961792,NA,2016-LR05-CKC-66,M1,Laramie,2016,8/26/16,LR05,CKC,149,33.27,UNK,Maitland,-28.759461,NA
2016_F404,10.6412198,-28.362112,13.14287051,48.17256763,3.66530033,NA,2016-LR05-CKC-67,M1,Laramie,2016,8/26/16,LR05,CKC,157,47.59,UNK,Maitland,-28.05346467,NA
2016_F408,8.3400852,-27.7479355,14.25330672,46.20306867,3.241568402,NA,2016-LR00-BNT-10,M1,Laramie,2016,8/27/16,LR00,BNT,130,23.87,UNK,Maitland,-27.7479355,NA
2016_F410,8.165772,-27.60372,14.15883502,45.46214045,3.210867304,NA,2016-LR00-BNT-11,M1,Laramie,2016,8/27/16,LR00,BNT,126,20.16,F,Maitland,-27.60372,NA
2016_F412,7.870241,-27.0682065,14.40797621,46.38284599,3.219247818,NA,2016-LR00-BNT-14,M1,Laramie,2016,8/27/16,LR00,BNT,148,34.63,UNK,Maitland,-27.0682065,NA
2016_F414,8.3054804,-27.6053768,14.22553634,45.80035564,3.219587266,NA,2016-LR00-BNT-15,M1,Laramie,2016,8/27/16,LR00,BNT,106,13.26,UNK,Maitland,-27.6053768,NA
2016_F416,7.9494448,-27.866656,14.18539582,46.28115749,3.262591898,NA,2016-LR00-BNT-16,M1,Laramie,2016,8/27/16,LR00,BNT,136,24.92,UNK,Maitland,-27.866656,NA
2016_F418,8.3654864,-27.5297168,14.40873344,46.52854742,3.229190657,NA,2016-LR00-BNT-17,M1,Laramie,2016,8/27/16,LR00,BNT,171,51.07,UNK,Maitland,-27.5297168,NA
2016_F421,8.1364635,-26.8810584,13.82487517,47.92629337,3.466670967,NA,2016-LR00-BNT-18,M1,Laramie,2016,8/27/16,LR00,BNT,145,41.53,UNK,Maitland,-26.8810584,NA
2016_F424,8.0934592,-27.3451064,14.11646838,45.65357439,3.234064863,NA,2016-LR00-BNT-20,M1,Laramie,2016,8/27/16,LR00,BNT,131,23.51,UNK,Maitland,-27.3451064,NA
2016_F038,11.8857856,-27.5309196,12.43692139,49.36711488,3.969399928,NA,2016-LR08-RDS-61,BODY,Laramie,2016,9/2/16,LR08,RDS,53,1,UNK,Maitland,-26.92121367,NA
2016_F039,11.3540422,-27.617642,11.92228904,46.7822428,3.923931272,NA,2016-LR08-RDS-62,BODY,Laramie,2016,9/2/16,LR08,RDS,72,3,UNK,Maitland,-27.05295004,NA
2016_F040,11.1697846,-27.325206,11.08794183,48.62137729,4.385067854,NA,2016-LR08-RDS-63,BODY,Laramie,2016,9/2/16,LR08,RDS,66,3,UNK,Maitland,-26.30398882,NA
2016_F041,11.861752,-26.9531064,11.8303855,44.72039279,3.780129801,NA,2016-LR08-RDS-64,BODY,Laramie,2016,9/2/16,LR08,RDS,66,2,UNK,Maitland,-26.5307779,NA
2016_F042,11.2989652,-27.4542812,11.67114228,48.18693412,4.128724761,NA,2016-LR08-RDS-74,BODY,Laramie,2016,9/2/16,LR08,RDS,66,3.3,UNK,Maitland,-26.68684369,NA
2016_F043,12.0089578,-27.3322648,12.15611992,49.41285079,4.064853845,NA,2016-LR08-RDS-75,BODY,Laramie,2016,9/2/16,LR08,RDS,62,2.37,UNK,Maitland,-26.62805949,NA
2016_F048,11.8427254,-26.6324352,13.23381811,47.17911599,3.565041896,NA,2016-LR08-CKC-56,BODY,Laramie,2016,9/2/16,LR08,CKC,44,0.74,UNK,Maitland,-26.42304372,NA
2016_F049,11.8947982,-27.1194924,11.97387361,47.70444747,3.984044681,NA,2016-LR08-CKC-57,BODY,Laramie,2016,9/2/16,LR08,CKC,44,0.75,UNK,Maitland,-26.49528817,NA
2016_F050,11.2539022,-29.5527616,11.87196716,50.61519305,4.263420912,NA,2016-LR08-LND-58,BODY,Laramie,2016,9/2/16,LR08,LND,55,1,UNK,Maitland,-28.6519749,NA
