SIFID,d15N,d13C,WtN,WtC,CN,Comments,fishID,SampType,Stream,SampYR,SampDate,SiteID,SpecCode,TL_mm,Wt_g,Sex,Source,d13C.norm,trophic
2016_F051,11.1487552,-29.5053668,12.04912266,49.29639583,4.091285086,NA,2016-LR08-LND-59,BODY,Laramie,2016,9/2/16,LR08,LND,70,2,UNK,Maitland,-28.77499456,NA
2016_F052,9.2941624,-29.5295684,12.00389736,49.38677685,4.114228519,NA,2016-LR08-LND-60,BODY,Laramie,2016,9/2/16,LR08,LND,68,2,UNK,Maitland,-28.77648217,NA
2016_F168,8.912629,-30.4754476,12.51674454,47.62321723,3.80476066,NA,2016-LR04-BNT-60,BODY,Laramie,2016,8/28/16,LR04,BNT,83,5.4,UNK,Maitland,-30.02873455,NA
2016_F169,8.6362426,-30.5147752,12.56301888,48.02145729,3.822445685,NA,2016-LR04-BNT-61,BODY,Laramie,2016,8/28/16,LR04,BNT,85,6.08,UNK,Maitland,-30.05055397,NA
2016_F215,8.291761,-26.8230228,14.02578365,48.54255027,3.460951023,NA,2016-LR04-LNS-45,M1,Laramie,2016,8/28/16,LR04,LNS,105,10,UNK,Maitland,-26.8230228,NA
2016_F256,8.4529864,-27.113442,14.18785136,47.26938311,3.331680176,NA,2016-LR04-WHS-50,M1,Laramie,2016,8/28/16,LR04,WHS,398,>500,UNK,Maitland,-27.113442,NA
2016_F251,12.9703018,-27.2425172,14.92364452,49.92271603,3.345209407,NA,2016-LR08-CRP-72,M1,Laramie,2016,9/2/16,LR08,CRP,434,>500,UNK,Maitland,-27.2425172,NA
2016_F172,12.4966396,-28.09159,12.88928576,49.91732617,3.872776745,NA,2016-LR08-RDH-67,M1,Laramie,2016,9/2/16,LR08,RDH,301,305,UNK,Maitland,-27.57754102,NA
2016_F175,12.8010652,-28.2458752,13.48941526,47.73670451,3.538826821,NA,2016-LR08-RDH-68,M1,Laramie,2016,9/2/16,LR08,RDH,415,>500,UNK,Maitland,-28.06243665,NA
2016_F178,12.322396,-28.257976,14.33055125,48.0612344,3.353760338,NA,2016-LR08-RDH-69,M1,Laramie,2016,9/2/16,LR08,RDH,432,>500,UNK,Maitland,-28.257976,NA
2016_F186,15.0241732,-27.6065496,14.50211883,47.90002423,3.302967297,NA,2016-LR08-LMB-13,M1,Laramie,2016,9/2/16,LR08,LMB,116,26.02,UNK,Maitland,-27.6065496,NA
2016_F265,15.1823944,-27.2132736,14.92644563,48.16582656,3.226878506,NA,2016-LR08-FWD-70,M1,Laramie,2016,9/2/16,LR08,FWD,432,>500,UNK,Maitland,-27.2132736,NA
2016_F267,14.9100136,-27.597474,13.85946605,48.81105753,3.521857001,NA,2016-LR08-FWD-71,M1,Laramie,2016,9/2/16,LR08,FWD,380,>500,UNK,Maitland,-27.43083557,NA
2016_F241,9.5204788,-28.8438564,11.88307656,47.41406622,3.990049712,NA,2016-LR04-LND-42,BODY,Laramie,2016,8/28/16,LR04,LND,76,2,UNK,Maitland,-28.21370719,NA
2016_F271,12.0410026,-28.6593192,13.09273577,47.39999566,3.620327828,NA,2016-LR08-YEP-53,BODY,Laramie,2016,9/2/16,LR08,YEP,49,0.97,UNK,Maitland,-28.39519465,NA
FH850,7.24232,-23.5156499,14.3514422,48.6872655,3.392499849,NA,2016-LR00-LNS-06,M1,Laramie,2016,8/27/16,LR00,LNS,141,15,UNK,Maitland,-23.5156499,NA
FH858,7.73015,-26.2731551,14.6019836,46.2698943,3.168740328,NA,2016-LR00-BNT-13,M1,Laramie,2016,8/27/16,LR00,BNT,106,13.57,UNK,Maitland,-26.2731551,NA
FH412,7.87256,-23.3698787,14.5093474,47.4173407,3.268054682,NA,2016-LR01-BNT-04,M1,Laramie,2016,8/27/16,LR01,BNT,244,192.45,UNK,Maitland,-23.3698787,NA
FH415,8.18061,-22.4183167,14.0784158,47.4432285,3.369926643,NA,2016-LR01-BNT-03,M1,Laramie,2016,8/27/16,LR01,BNT,230,138,UNK,Maitland,-22.4183167,NA
FH417,7.90286,-25.4299092,13.9340766,45.5969837,3.272336231,NA,2016-LR01-BNT-02,M1,Laramie,2016,8/27/16,LR01,BNT,159,46.06,UNK,Maitland,-25.4299092,NA
FH419,7.98366,-25.9886988,14.5243835,47.4453971,3.266603164,NA,2016-LR01-BNT-01,M1,Laramie,2016,8/27/16,LR01,BNT,172,50.34,UNK,Maitland,-25.9886988,NA
FH423,8.24323,-23.0793486,14.0266052,46.8859755,3.342645981,NA,2016-LR01-BNT-05,M1,Laramie,2016,8/27/16,LR01,BNT,287,288.51,UNK,Maitland,-23.0793486,NA
2016_F462,7.56451,-25.8793704,14.1120402,46.0125577,3.26051776,NA,2016-LR02-WHS-49,M1,Laramie,2016,9/1/16,LR02,WHS,95,8.17,UNK,Maitland,-25.8793704,NA
2016_F464,7.73217,-26.5049718,14.4609267,46.4759845,3.213900842,NA,2016-LR02-WHS-50,M1,Laramie,2016,9/1/16,LR02,WHS,220,156.31,UNK,Maitland,-26.5049718,NA
2016_F460,7.67965,-26.225577,14.5231749,46.8772719,3.22775648,NA,2016-LR02-WHS-48,M1,Laramie,2016,9/1/16,LR02,WHS,116,17.13,UNK,Maitland,-26.225577,NA
2016_F467,8.65531,-26.6385954,13.7643547,47.3174744,3.437682,NA,2016-LR02-BNT-51,M1,Laramie,2016,9/1/16,LR02,BNT,140,29.81,UNK,Maitland,-26.6385954,NA
2016_F479,8.82196,-26.7175548,13.5355679,47.275683,3.492700369,NA,2016-LR02-BNT-55,M1,Laramie,2016,9/1/16,LR02,BNT,152,38.12,UNK,Maitland,-26.7175548,NA
2016_F482,8.47149,-25.871272,14.2617097,46.706989,3.274992268,NA,2016-LR02-BNT-56,M1,Laramie,2016,9/1/16,LR02,BNT,135,25.9,UNK,Maitland,-25.871272,NA
2016_F493,9.25929,-27.0941304,14.2431391,48.2576939,3.38813611,NA,2016-LR02-BNT-61,M1,Laramie,2016,9/1/16,LR02,BNT,305,>500,UNK,Maitland,-27.0941304,NA
2016_F476,8.85226,-26.4158894,14.0198243,48.183324,3.436799418,NA,2016-LR02-BNT-54,M1,Laramie,2016,9/1/16,LR02,BNT,164,46.44,UNK,Maitland,-26.4158894,NA
2016_F496,9.99356,-26.6527676,13.9827374,45.4530634,3.250655583,NA,2016-LR02-BNT-62,M1,Laramie,2016,9/1/16,LR02,BNT,320,>500,UNK,Maitland,-26.6527676,NA
2016_F473,8.67046,-26.4310739,13.7240568,45.2903379,3.300069255,NA,2016-LR02-BNT-53,M1,Laramie,2016,9/1/16,LR02,BNT,150,37.31,UNK,Maitland,-26.4310739,NA
FH988,7.47967,-26.6871858,15.328636,51.012868,3.327945683,NA,2016-LR02-BNT-19,M1,Laramie,2016,9/1/16,LR02,BNT,70,4.49,YOY,Maitland,-26.6871858,NA
FH974,7.88266,-26.5080087,14.3421317,46.5445268,3.245300474,NA,2016-LR02-BNT-23,M1,Laramie,2016,9/1/16,LR02,BNT,71,4.38,YOY,Maitland,-26.5080087,NA
FH1000,7.90589,-26.6517553,14.3198691,46.8341311,3.270569778,NA,2016-LR02-BNT-20,M1,Laramie,2016,9/1/16,LR02,BNT,70,3.43,YOY,Maitland,-26.6517553,NA
FH1003,8.66844,-26.6355585,14.3331089,46.16978,3.22119788,NA,2016-LR02-BNT-29,M1,Laramie,2016,9/1/16,LR02,BNT,61,2.6,YOY,Maitland,-26.6355585,NA
FH1035,9.05325,-25.9370715,15.3115472,50.2980938,3.284977876,NA,2016-LR02-CKC-01,M1,Laramie,2016,9/1/16,LR02,CKC,81,5.11,F,Maitland,-25.9370715,NA
FH1043,8.7553,-26.9969496,13.7761237,45.5227455,3.304466952,NA,2016-LR02-CKC-02,M1,Laramie,2016,9/1/16,LR02,CKC,85,5.9,F,Maitland,-26.9969496,NA
FH1042,8.77348,-27.0141587,14.5432932,48.0118641,3.301306206,NA,2016-LR02-CKC-04,M1,Laramie,2016,9/1/16,LR02,CKC,81,5.66,F,Maitland,-27.0141587,NA
FH1008,9.02598,-26.8167602,15.0794879,49.5085954,3.283174848,NA,2016-LR02-CKC-05,M1,Laramie,2016,9/1/16,LR02,CKC,80,5.41,F,Maitland,-26.8167602,NA
FH1024,9.18354,-26.681112,13.6404873,44.7911342,3.28369018,NA,2016-LR02-CKC-06,M1,Laramie,2016,9/1/16,LR02,CKC,121,17.56,M,Maitland,-26.681112,NA
FH945,9.634,-26.6598537,15.0788391,49.4006412,3.276156796,NA,2016-LR04-BMN-84,BODY,Laramie,2016,8/26/16,LR04,BMN,66,3.01,UNK,Maitland,-26.6598537,NA
FH934,8.02002,-30.740435,14.0390175,55.5154546,3.954368929,NA,2016-LR04-BMN-82,BODY,Laramie,2016,8/26/16,LR04,BMN,62,3.48,UNK,Maitland,-30.14560976,NA
FH924,7.60693,-30.558221,13.0339364,45.6766976,3.504443799,NA,2016-LR04-FHM-104,BODY,Laramie,2016,8/26/16,LR04,FHM,69,2.89,UNK,Maitland,-30.40882164,NA
FH926,8.19475,-31.0522234,12.6135534,46.5542033,3.690807961,NA,2016-LR04-FHM-106,BODY,Laramie,2016,8/26/16,LR04,FHM,47,1.12,UNK,Maitland,-30.71832352,NA
FH953,8.22404,-32.4795664,12.4244808,45.3789802,3.652384428,NA,2016-LR04-FHM-105,BODY,Laramie,2016,8/26/16,LR04,FHM,57,2.16,UNK,Maitland,-32.18370582,NA
FH938,9.81782,-31.0896785,13.6175303,49.2312221,3.615282729,NA,2016-LR04-LNS-99,M1,Laramie,2016,8/26/16,LR04,LNS,161,41.95,UNK,Maitland,-30.8305486,NA
FH931,9.58047,-28.8261757,12.5400255,44.7876077,3.571572299,NA,2016-LR04-IOD-115,BODY,Laramie,2016,8/26/16,LR04,IOD,39,0.46,UNK,Maitland,-28.61031912,NA
FH942,9.78651,-28.7613885,12.8273808,45.7434513,3.566078844,NA,2016-LR04-IOD-116,BODY,Laramie,2016,8/26/16,LR04,IOD,45,0.88,UNK,Maitland,-28.55097044,NA
FH947,9.37544,-27.0769213,12.2629699,45.5769394,3.716631434,NA,2016-LR04-IOD-118,BODY,Laramie,2016,8/26/16,LR04,IOD,44,0.74,UNK,Maitland,-26.71745618,NA
FH946,8.85832,-28.3200257,12.5073473,46.9171795,3.751169483,NA,2016-LR04-IOD-114,BODY,Laramie,2016,8/26/16,LR04,IOD,46,0.94,UNK,Maitland,-27.92636791,NA
FH968,9.28858,-26.6132879,12.4582471,44.2992433,3.555816717,NA,2016-LR04-IOD-112,BODY,Laramie,2016,8/26/16,LR04,IOD,42,0.61,UNK,Maitland,-26.41302935,NA
FH964,9.05325,-25.7052548,12.8777941,44.3389971,3.443058396,NA,2016-LR04-IOD-108,BODY,Laramie,2016,8/26/16,LR04,IOD,45,0.72,UNK,Maitland,-25.7052548,NA
FH965,9.49462,-25.7133532,12.6234804,41.2109016,3.264622774,NA,2016-LR04-IOD-107,BODY,Laramie,2016,8/26/16,LR04,IOD,42,0.62,UNK,Maitland,-25.7133532,NA
FH1040,9.13304,-26.4330985,14.5857183,47.7795085,3.275773432,NA,2016-LR02-LND-37,M1,Laramie,2016,9/1/16,LR02,LND,101,10.88,F,Maitland,-26.4330985,NA
FH981,8.8462,-27.1558807,10.8947536,35.661186,3.273243922,NA,2016-LR02-LND-36,M1,Laramie,2016,9/1/16,LR02,LND,98,8.53,F,Maitland,-27.1558807,NA
FH986,8.13819,-26.3430038,10.4004192,33.6769669,3.238039376,NA,2016-LR02-LND-34,M1,Laramie,2016,9/1/16,LR02,LND,82,5.33,F,Maitland,-26.3430038,NA
FH1002,8.73611,-26.6487184,14.8961465,47.8287661,3.210814696,NA,2016-LR02-LND-30,M1,Laramie,2016,9/1/16,LR02,LND,77,3.85,F,Maitland,-26.6487184,NA
FH352,6.7879752,-22.6792336,14.76440856,47.27011215,3.201625852,NA,2016-MB01-RBT-01,M1,MedBow,2016,8/24/16,MB01,RBT,201,93.96,F,Maitland,-22.6792336,NA
FH339,6.1029168,-23.5496396,14.266111,48.20344267,3.378877584,NA,2016-MB01-RBT-02,M1,MedBow,2016,8/24/16,MB01,RBT,190,76.33,F,Maitland,-23.5496396,NA
FH358,7.5358644,-23.1862957,13.65511559,48.46833047,3.549463213,NA,2016-MB01-RBT-04,M1,MedBow,2016,8/24/16,MB01,RBT,218,121.79,M,Maitland,-22.99232712,NA
FH353,7.3635864,-22.440378,14.34544104,47.73614677,3.327617927,NA,2016-MB01-RBT-03,M1,MedBow,2016,8/24/16,MB01,RBT,221,112.3,F,Maitland,-22.440378,NA
FH337,6.313704,-23.2713121,13.82318903,47.77224879,3.455949903,NA,2016-MB01-RBT-09,M1,MedBow,2016,8/24/16,MB01,RBT,145,37.93,M,Maitland,-23.2713121,NA
FH314,7.1527992,-22.9525006,14.03450442,49.00924251,3.49205366,NA,2016-MB01-BKT-13,M1,MedBow,2016,8/24/16,MB01,BKT,207,94.24,F,Maitland,-22.9525006,NA
FH315,6.8933688,-22.2592121,14.28989367,45.04561412,3.15227077,NA,2016-MB01-BKT-11,M1,MedBow,2016,8/24/16,MB01,BKT,219,112.1,F,Maitland,-22.2592121,NA
FH319,7.0859148,-22.3341075,14.29250161,46.38840663,3.245646416,NA,2016-MB01-BKT-12,M1,MedBow,2016,8/24/16,MB01,BKT,215,99.54,F,Maitland,-22.3341075,NA
FH325,7.6372044,-22.9231497,14.64462577,47.49882026,3.243430115,NA,2016-MB01-BKT-02,M1,MedBow,2016,8/24/16,MB01,BKT,179,39.09,M,Maitland,-22.9231497,NA
FH372,7.742598,-22.8796294,14.44281345,47.76080604,3.30689074,NA,2016-MB01-BKT-09,M1,MedBow,2016,8/24/16,MB01,BKT,171,59.41,M,Maitland,-22.8796294,NA
FH311,6.5761746,-22.5810599,14.41122386,47.18235391,3.274000485,NA,2016-MB01-BKT-10,M1,MedBow,2016,8/24/16,MB01,BKT,162,42.56,M,Maitland,-22.5810599,NA
FH323,7.342305,-23.6791884,14.44361362,47.98276954,3.322075126,NA,2016-MB01-BKT-04,M1,MedBow,2016,8/24/16,MB01,BKT,148,34.56,M,Maitland,-23.6791884,NA
FH328,6.374508,-23.7915315,12.54760594,50.42250398,4.018495977,NA,2016-MB01-BKT-05,M1,MedBow,2016,8/24/16,MB01,BKT,108,13.52,M,Maitland,-23.13322048,NA
FH436,7.62099,-25.59813,14.41164077,49.15903423,3.411064362,NA,2016-MB02-LNS-05,M1,MedBow,2016,8/24/16,MB02,LNS,220,120.17,UNK,Maitland,-25.59813,NA
FH432,6.6440724,-24.1730932,13.47409397,50.1889911,3.724850905,NA,2016-MB02-LNS-02,M1,MedBow,2016,8/24/16,MB02,LNS,230,140.4,UNK,Maitland,-23.8054908,NA
FH377,7.7517186,-27.0980622,13.91239435,47.93893893,3.445772001,NA,2016-MB02-BKT-01,M1,MedBow,2016,8/24/16,MB02,BKT,141,30.15,M,Maitland,-27.0980622,NA
FH375,8.892807,-26.3541687,14.08179634,48.03907301,3.411430747,NA,2016-MB02-BKT-02,M1,MedBow,2016,8/24/16,MB02,BKT,215,133.94,UNK,Maitland,-26.3541687,NA
FH386,9.9710646,-25.2864032,14.29083166,47.45173227,3.320431826,NA,2016-MB02-BNT-11,M1,MedBow,2016,8/24/16,MB02,BNT,345,395,M,Maitland,-25.2864032,NA
FH387,10.4412822,-25.3491534,14.88226395,46.76055681,3.142032487,NA,2016-MB02-BNT-12,M1,MedBow,2016,8/24/16,MB02,BNT,430,740,M,Maitland,-25.3491534,NA
FH400,8.446911,-25.8552034,15.12950093,48.51278152,3.206502431,NA,2016-MB02-LND-14,M1,MedBow,2016,8/24/16,MB02,LND,95,8.42,F,Maitland,-25.8552034,NA
FH406,8.740797,-26.0120789,10.68368137,34.95146781,3.271481673,NA,2016-MB02-LND-19,M1,MedBow,2016,8/24/16,MB02,LND,85,5.8,F,Maitland,-26.0120789,NA
FH392,8.7022878,-25.9665344,14.5284004,47.44870897,3.265927954,NA,2016-MB02-LND-13,M1,MedBow,2016,8/24/16,MB02,LND,110,12.76,F,Maitland,-25.9665344,NA
FH382,8.5492644,-25.7064247,14.81076848,48.64710711,3.284576839,NA,2016-MB02-BNT-17,M1,NA,NA,NA,NA,NA,NA,NA,NA,Maitland,-25.7064247,NA
FH408,6.6653538,-24.1751174,14.52976621,46.87157611,3.225900227,NA,2016-MB02-LND-18,M1,MedBow,2016,8/24/16,MB02,LND,89,7.63,M,Maitland,-24.1751174,NA
FH445,12.2380404,-27.551483,14.37734432,48.76563868,3.391839103,NA,2016-MB03-BNT-03,M1,MedBow,2016,8/25/16,MB03,BNT,185,70.44,M,Maitland,-27.551483,NA
FH444,12.348501,-27.2913733,14.09439816,49.45273483,3.508680135,NA,2016-MB03-BNT-01,M1,MedBow,2016,8/25/16,MB03,BNT,290,288.82,F,Maitland,-27.13777997,NA
FH451,13.0264656,-25.8440703,14.79087256,48.74235455,3.29543469,NA,2016-MB03-BNT-05,M1,MedBow,2016,8/25/16,MB03,BNT,391,>500,M,Maitland,-25.8440703,NA
FH442,11.5975716,-27.8338589,14.28203393,49.47061119,3.463835154,NA,2016-MB03-BNT-02,M1,MedBow,2016,8/25/16,MB03,BNT,175,69.18,M,Maitland,-27.8338589,NA
FH458,12.2795898,-29.3924929,13.32156061,50.59087564,3.79766884,NA,2016-MB03-LND-01,BODY,MedBow,2016,8/25/16,MB03,LND,70,3.3,UNK,Maitland,-28.95280075,NA
FH453,11.020947,-28.2872797,14.24480535,50.88414264,3.572119196,NA,2016-MB03-LND-07,M1,MedBow,2016,8/25/16,MB03,LND,70,3.39,UNK,Maitland,-28.0708817,NA
FH612,11.259096,-27.2569619,15.26974068,48.96430813,3.206623424,NA,2016-MB03-WHS-03,M1,MedBow,2016,8/25/16,MB03,WHS,337,428.5,UNK,Maitland,-27.2569619,NA
FH615,9.809934,-28.8682251,14.95107598,49.32099767,3.298825967,NA,2016-MB03-WHS-04,M1,MedBow,2016,8/25/16,MB03,WHS,90,7.45,UNK,Maitland,-28.8682251,NA
FH603,9.9457296,-28.492736,15.10282369,48.82494665,3.232835638,NA,2016-MB03-WHS-01,M1,MedBow,2016,8/25/16,MB03,WHS,237,137.9,UNK,Maitland,-28.492736,NA
FH613,10.397706,-27.0697234,14.81474406,47.49653294,3.206031285,NA,2016-MB03-WHS-09,M1,MedBow,2016,8/25/16,MB03,WHS,301,363,UNK,Maitland,-27.0697234,NA
FH593,9.0063078,-27.5332652,14.22691294,47.44924235,3.335174859,NA,2016-MB03-WHS-07,M1,MedBow,2016,8/25/16,MB03,WHS,99,9.22,UNK,Maitland,-27.5332652,NA
FH610,10.2933258,-28.8611404,14.78851448,48.73327145,3.29534596,NA,2016-MB03-WHS-06,M1,MedBow,2016,8/25/16,MB03,WHS,88,6.88,UNK,Maitland,-28.8611404,NA
FH620,9.4674048,-28.6253211,14.88694565,49.03194797,3.293620406,NA,2016-MB03-WHS-05,M1,MedBow,2016,8/25/16,MB03,WHS,75,4.44,UNK,Maitland,-28.6253211,NA
FH607,10.6135602,-27.4229463,15.10569647,48.60212314,3.217469862,NA,2016-MB03-WHS-02,M1,MedBow,2016,8/25/16,MB03,WHS,201,94.2,UNK,Maitland,-27.4229463,NA
FH601,10.2284682,-28.6313937,14.75027662,48.72850295,3.303565363,NA,2016-MB03-WHS-08,M1,MedBow,2016,8/25/16,MB03,WHS,95,8.87,UNK,Maitland,-28.6313937,NA
FH499,10.0186944,-29.312537,14.30197437,47.90703443,3.349679785,NA,2016-MB03-LNS-01,M1,MedBow,2016,8/25/16,MB03,LNS,171,51.46,F,Maitland,-29.312537,NA
FH496,10.0065336,-29.3145612,13.93154511,49.79292074,3.574113304,NA,2016-MB03-LNS-03,M1,MedBow,2016,8/25/16,MB03,LNS,164,42.13,M,Maitland,-29.09618903,NA
FH501,9.4836192,-27.7053222,14.5755703,48.22090165,3.308337215,NA,2016-MB03-LNS-04,M1,MedBow,2016,8/25/16,MB03,LNS,130,22.47,M,Maitland,-27.7053222,NA
FH504,10.3754112,-26.620351,14.59378661,48.19715782,3.302580687,NA,2016-MB03-LNS-02,M1,MedBow,2016,8/25/16,MB03,LNS,335,463,F,Maitland,-26.620351,NA
FH462,11.3817174,-28.3672356,13.07099701,47.34831682,3.6223952,NA,2016-MB03-JDT-06,BODY,MedBow,2016,8/25/16,MB03,JDT,45,0.77,UNK,Maitland,-28.10106435,NA
FH468,10.8273876,-27.8844639,13.4102427,48.69112905,3.630890965,NA,2016-MB03-JDT-03,BODY,MedBow,2016,8/25/16,MB03,JDT,50,1.1,UNK,Maitland,-27.60988184,NA
FH466,10.5963324,-27.8864881,13.5976857,49.49125343,3.639682114,NA,2016-MB03-JDT-04,BODY,MedBow,2016,8/25/16,MB03,JDT,30,0.17,UNK,Maitland,-27.60320281,NA
FH463,11.3442216,-28.6485994,12.6564499,46.20871527,3.651001318,NA,2016-MB03-JDT-02,BODY,MedBow,2016,8/25/16,MB03,JDT,48,1.13,UNK,Maitland,-28.3541081,NA
FH464,8.73573,-27.0444209,13.10067005,45.56310091,3.477921415,NA,2016-MB03-JDT-01,BODY,MedBow,2016,8/25/16,MB03,JDT,33,0.28,UNK,Maitland,-27.0444209,NA
FH465,10.9419018,-27.7407457,12.97768903,48.13199834,3.708826603,NA,2016-MB03-JDT-05,BODY,MedBow,2016,8/25/16,MB03,JDT,46,0.9,UNK,Maitland,-27.38900736,NA
FH467,11.816466,-28.3186548,13.14769844,45.86355418,3.488333291,NA,2016-MB03-JDT-07,BODY,MedBow,2016,8/25/16,MB03,JDT,37,0.4,UNK,Maitland,-28.3186548,NA
FH473,11.5195398,-27.278216,14.16885162,48.48440721,3.421900978,NA,2016-MB03-CKC-01,M1,MedBow,2016,8/25/16,MB03,CKC,162,50.13,M,Maitland,-27.278216,NA
FH478,11.6583756,-27.1415825,14.26503328,47.87740034,3.356276806,NA,2016-MB03-CKC-03,M1,MedBow,2016,8/25/16,MB03,CKC,187,75.05,F,Maitland,-27.1415825,NA
FH476,12.3353268,-28.411768,13.3012906,50.74237962,3.81484633,NA,2016-MB03-CKC-02,M1,MedBow,2016,8/25/16,MB03,CKC,140,30.35,F,Maitland,-27.95507013,NA
FH495,10.9996656,-27.8976212,13.42637765,48.60078471,3.619798727,NA,2016-MB03-CKC-05,M1,MedBow,2016,8/25/16,MB03,CKC,123,19.4,M,Maitland,-27.63402046,NA
FH469,11.0290542,-27.6992496,13.65271203,49.68186139,3.638973802,NA,2016-MB03-CKC-04,M1,MedBow,2016,8/25/16,MB03,CKC,89,8.08,YOY,Maitland,-27.41666554,NA
FH493,9.9274884,-27.7356852,13.13518707,48.2613853,3.674206165,NA,2016-MB03-CKC-10,BODY,MedBow,2016,8/25/16,MB03,CKC,60,2.48,YOY,Maitland,-27.4182211,NA
FH470,8.700261,-29.5696104,12.00378829,43.67383533,3.638337687,NA,2016-MB03-CKC-14,BODY,MedBow,2016,8/25/16,MB03,CKC,50,1.79,YOY,Maitland,-29.28765609,NA
FH475,9.8778318,-29.3186096,13.13599987,46.27630187,3.522861019,NA,2016-MB03-CKC-16,BODY,MedBow,2016,8/25/16,MB03,CKC,54,1.6,YOY,Maitland,-29.15097719,NA
FH494,10.265964,-27.5990517,12.73950396,46.6530655,3.662078654,NA,2016-MB03-CKC-11,BODY,MedBow,2016,8/25/16,MB03,CKC,62,3.8,YOY,Maitland,-27.29359383,NA
FH485,11.1030324,-27.6496567,13.37632549,47.34714732,3.539622846,NA,2016-MB03-CKC-10,BODY,MedBow,2016,8/25/16,MB03,CKC,60,2.48,YOY,Maitland,-27.46543008,NA
FH489,10.1524632,-26.9988764,14.01756478,47.63130208,3.397972675,NA,2016-MB03-CKC-07,M1,MedBow,2016,8/25/16,MB03,CKC,105,12.71,YOY,Maitland,-26.9988764,NA
FH491,11.3989452,-27.7377094,13.28140894,49.15411788,3.700971644,NA,2016-MB03-CKC-08,M1,MedBow,2016,8/25/16,MB03,CKC,138,28.37,M,Maitland,-27.39374747,NA
FH481,10.4970192,-27.450273,14.47694876,48.06344014,3.319997945,NA,2016-MB03-CKC-09,M1,MedBow,2016,8/25/16,MB03,CKC,82,6.02,YOY,Maitland,-27.450273,NA
FH486,10.8273876,-27.1729576,14.15494088,47.87789143,3.382415499,NA,2016-MB03-CKC-06,M1,MedBow,2016,8/25/16,MB03,CKC,94,9.16,YOY,Maitland,-27.1729576,NA
FH563,11.7863112,-27.917136,14.216828,46.9795059,3.304499843,NA,2016-MB04-WAL-01,M1,MedBow,2016,8/25/16,MB04,WAL,120,14.11,UNK,Maitland,-27.917136,NA
FH559,12.1539216,-28.1946432,14.374533,47.7836555,3.324188375,NA,2016-MB04-WAL-02,M1,MedBow,2016,8/25/16,MB04,WAL,118,12.66,UNK,Maitland,-28.1946432,NA
FH579,11.2338912,-26.7605184,12.5640302,45.2010313,3.597653824,NA,2016-MB04-SDS-07,BODY,MedBow,2016,8/25/16,MB04,SDS,65,2.49,UNK,Maitland,-26.51884111,NA
FH581,10.663392,-27.82092,12.4224656,47.3783904,3.813928082,NA,2016-MB04-SDS-02,BODY,MedBow,2016,8/25/16,MB04,SDS,46,0.75,UNK,Maitland,-27.3651312,NA
FH580,11.3996172,-27.5960784,12.3378013,45.4845431,3.686600391,NA,2016-MB04-SDS-01,BODY,MedBow,2016,8/25/16,MB04,SDS,64,2.23,UNK,Maitland,-27.26634401,NA
FH583,11.1645876,-28.4782272,12.5707771,46.3405038,3.686367472,NA,2016-MB04-SDS-06,BODY,MedBow,2016,8/25/16,MB04,SDS,52,1.33,UNK,Maitland,-28.1487234,NA
FH578,11.4156876,-26.5508688,12.6446794,44.5746803,3.525172833,NA,2016-MB04-SDS-12,BODY,MedBow,2016,8/25/16,MB04,SDS,66,2.84,UNK,Maitland,-26.3809477,NA
FH571,9.15177,-28.12476,12.4423852,46.2821803,3.719719295,NA,2016-MB04-SDS-10,BODY,MedBow,2016,8/25/16,MB04,SDS,53,1.21,UNK,Maitland,-27.7622379,NA
FH572,11.6798448,-27.501888,12.6728175,47.3955809,3.739940301,NA,2016-MB04-SDS-11,BODY,MedBow,2016,8/25/16,MB04,SDS,55,1.62,UNK,Maitland,-27.1193471,NA
FH576,10.8019992,-28.3992288,12.2481577,45.9259496,3.749621023,NA,2016-MB04-SDS-09,BODY,MedBow,2016,8/25/16,MB04,SDS,65,1.6,UNK,Maitland,-28.00710399,NA
FH629,11.065152,-27.82092,13.5158614,45.878634,3.394429156,NA,2016-MB04-WHS-05,M1,MedBow,2016,8/25/16,MB04,WHS,292,297.77,UNK,Maitland,-27.82092,NA
FH635,9.7112208,-26.96004,14.3532527,47.3196401,3.296788616,NA,2016-MB04-WHS-04,M1,MedBow,2016,8/25/16,MB04,WHS,242,169.44,UNK,Maitland,-26.96004,NA
FH628,10.3399752,-27.1555104,14.5693283,47.9585471,3.2917473,NA,2016-MB04-WHS-01,M1,MedBow,2016,8/25/16,MB04,WHS,111,16.72,UNK,Maitland,-27.1555104,NA
FH624,10.6824756,-28.2604752,14.6249035,48.2615046,3.299953713,NA,2016-MB04-WHS-02,M1,MedBow,2016,8/25/16,MB04,WHS,215,90.45,UNK,Maitland,-28.2604752,NA
FH630,9.7061988,-28.2493344,12.1502966,45.4467758,3.740384066,NA,2016-MB04-WHS-07,BODY,MedBow,2016,8/25/16,MB04,WHS,54,1.96,UNK,Maitland,-27.86635417,NA
FH634,9.5645784,-28.5187392,12.6463301,44.325185,3.504984027,NA,2016-MB04-WHS-06,BODY,MedBow,2016,8/25/16,MB04,WHS,47,1.47,UNK,Maitland,-28.36880501,NA
FH567,11.0561124,-28.3354224,12.43842,49.9114594,4.012684843,NA,2016-MB04-JDT-02,BODY,MedBow,2016,8/25/16,MB04,JDT,55,1.5,UNK,Maitland,-27.68286441,NA
