SiteID,SpecCode,IndividID,d15N,d13C,WtN,WtC,CN,SampType,SampDate,SampYR,fishID,TL_mm,trophic,SpecimenID,Comments
Greenbelt,yoyWHS,774,13.4,-26.8,14.2,47.9,3.4,M1,8/1/13,2013,0813gbyoyWHS07,,Fish,774,
Greenbelt,yoyWHS,775,12.5,-27.8,14.1,47.6,3.4,M1,8/1/13,2013,0813gbyoyWHS08,,Fish,775,
Greenbelt,yoyWHS,776,12.7,-26.7,14.3,48.7,3.4,M1,8/1/13,2013,0813gbyoyWHS09,,Fish,776,
Greenbelt,yoyWHS,777,12.5,-26.9,14.1,47.6,3.4,M1,8/1/13,2013,0813gbyoyWHS10,,Fish,777,
Greenbelt,yoyWHS,778,13.5,-26.7,14.4,49.2,3.4,M1,8/1/13,2013,0813gbyoyWHS11,,Fish,778,
Greenbelt,yoyWHS,779,13.6,-27.3,14.5,49.6,3.4,M1,8/1/13,2013,0813gbyoyWHS12,,Fish,779,
Greenbelt,yoyWHS,780,11,-27.7,14.1,47.1,3.4,M1,8/1/13,2013,0813gbyoyWHS13,,Fish,780,
Greenbelt,yoyWHS,781,11.3,-27.5,14,47.5,3.4,M1,8/1/13,2013,0813gbyoyWHS14,,Fish,781,
Greenbelt,yoyWHS,782,11.6,-27.4,14.2,48.1,3.4,M1,8/1/13,2013,0813gbyoyWHS15,,Fish,782,
Greenbelt,yoyWHS,783,11.6,-27,14.4,48.2,3.4,M1,8/1/13,2013,0813gbyoyWHS17,,Fish,783,
Private Ranch,yoyWHS,784,8.3,-29.8,13.9,46.4,3.3,M1,8/1/13,2013,0813mmyoyWHS01,,Fish,784,
Private Ranch,yoyWHS,785,8,-28.9,13.9,46.6,3.3,M1,8/1/13,2013,0813mmyoyWHS02,,Fish,785,
Private Ranch,yoyWHS,786,8.4,-31.4,14.3,47.6,3.3,M1,8/1/13,2013,0813mmyoyWHS03,,Fish,786,
Private Ranch,CKCbig,864,9.6,-27.4,14.6,49.2,3.4,M1,9/1/14,2013,0813MMCKCbig01,,Fish,864,
Private Ranch,CKCbig,865,9.3,-27.1,14.7,49,3.3,M1,9/1/14,2013,0813MMCKCbig02,,Fish,865,
Private Ranch,CKCbig,866,9.7,-26.6,14.7,48.1,3.3,M1,9/1/14,2013,0813MMCKCbig03,,Fish,866,
Private Ranch,CKCbig,867,9,-27.8,14.5,47.9,3.3,M1,9/1/14,2013,0813MMCKCbig04,,Fish,867,
Private Ranch,CKCbig,868,8.5,-27.4,13.8,50,3.6,M1,9/1/14,2013,0813MMCKCbig05,,Fish,868,
Private Ranch,CKCbig,869,9.8,-27.2,14.5,48.2,3.3,M1,9/1/14,2013,0813MMCKCbig06,,Fish,869,
Private Ranch,CKCbig,870,9.4,-27.1,14.5,47.5,3.3,M1,9/1/14,2013,0813MMCKCbig07,,Fish,870,
Private Ranch,CKCbig,871,9.7,-28.2,14.3,47.7,3.3,M1,9/1/14,2013,0813MMCKCbig08,,Fish,871,
Private Ranch,CKCbig,872,9,-27.4,15.1,50.8,3.4,M1,9/1/14,2013,0813MMCKCbig09,,Fish,872,
Private Ranch,CKCbig,873,9.3,-27,14.5,48.4,3.3,M1,9/1/14,2013,0813MMCKCbig10,,Fish,873,
Private Ranch,CKCbig,874,9.1,-26.5,14.8,48.3,3.3,M1,9/1/14,2013,0813MMCKCbig11,,Fish,874,
Private Ranch,CKCbig,875,9.3,-27.7,14.4,47.9,3.3,M1,9/1/14,2013,0813MMCKCbig12,,Fish,875,
Private Ranch,CKCbig,876,9.7,-26.7,14.2,47.2,3.3,M1,9/1/14,2013,0813MMCKCbig13,,Fish,876,
Private Ranch,CKCbig,877,9.9,-27,14.7,47.8,3.3,M1,9/1/14,2013,0813MMCKCbig14,,Fish,877,Replicate samples
Private Ranch,CKCbig,877,9.9,-26.9,14.4,46.6,3.2,M1,9/1/14,2013,0813MMCKCbig14,,Fish,877,Replicate samples
Private Ranch,CKCbig,878,9.5,-27.4,14.5,48,3.3,M1,9/1/14,2013,0813MMCKCbig15,,Fish,878,
Private Ranch,CKCbig,879,9,-26.5,14.4,47.2,3.3,M1,9/1/14,2013,0813MMCKCbig16,,Fish,879,
Private Ranch,CKCbig,880,9.4,-27.5,14.5,47.8,3.3,M1,9/1/14,2013,0813MMCKCbig17,,Fish,880,
Private Ranch,CKCbig,881,9.3,-26.6,14.4,47.1,3.3,M1,9/1/14,2013,0813MMCKCbig18,,Fish,881,
Private Ranch,CKCbig,882,9.4,-27.1,14.6,47.4,3.2,M1,9/1/14,2013,0813MMCKCbig19,,Fish,882,
Private Ranch,CKCbig,883,8.9,-27.4,14.4,46.6,3.2,M1,9/1/14,2013,0813MMCKCbig20,,Fish,883,
Private Ranch,CKCbig,884,9.1,-27.6,14.5,48.1,3.3,M1,9/1/14,2013,0813MMCKCbig21,,Fish,884,
Private Ranch,CKCbig,885,9.5,-27.1,14.6,47.8,3.3,M1,9/1/14,2013,0813MMCKCbig22,,Fish,885,
Greenbelt,CKCbig,886,10.1,-27.7,14.4,47.4,3.3,M1,9/1/14,2013,0813GBCKCbig01,,Fish,886,
Greenbelt,CKCbig,887,12.7,-24.6,14.2,47.5,3.4,M1,9/1/14,2013,0813GBCKCbig02,,Fish,887,
Greenbelt,CKCbig,888,11.8,-25.6,14.7,49,3.3,M1,9/1/14,2013,0813GBCKCbig03,,Fish,888,
Greenbelt,CKCbig,889,13,-25,14.7,46.9,3.2,M1,9/1/14,2013,0813GBCKCbig04,,Fish,889,
Greenbelt,CKCbig,890,11.7,-26.5,14.6,48.4,3.3,M1,9/1/14,2013,0813GBCKCbig05,,Fish,890,
Greenbelt,CKCbig,891,12.4,-26.5,14.5,49.5,3.4,M1,9/1/14,2013,0813GBCKCbig06,,Fish,891,
Greenbelt,CKCbig,892,12.4,-25.8,14.6,47.9,3.3,M1,9/1/14,2013,0813GBCKCbig07,,Fish,892,Replicate samples
Greenbelt,CKCbig,892,12.4,-25.7,14.6,47.8,3.3,M1,9/1/14,2013,0813GBCKCbig07,,Fish,892,Replicate samples
Greenbelt,CKCbig,893,13,-26,14.2,47.6,3.3,M1,9/1/14,2013,0813GBCKCbig08,,Fish,893,
Greenbelt,CKCbig,894,12.3,-26.5,14.3,47.9,3.3,M1,9/1/14,2013,0813GBCKCbig09,,Fish,894,
Greenbelt,CKCbig,895,12.8,-26.5,14.4,48.1,3.3,M1,9/1/14,2013,0813GBCKCbig10,,Fish,895,
Greenbelt,CKCbig,896,12.3,-26.1,14.5,47,3.2,M1,9/1/14,2013,0813GBCKCbig11,,Fish,896,
Greenbelt,CKCbig,897,11.8,-26.1,14.4,46.6,3.2,M1,9/1/14,2013,0813GBCKCbig12,,Fish,897,
Greenbelt,CKCbig,898,11.9,-26.7,14.4,47.5,3.3,M1,9/1/14,2013,0813GBCKCbig13,,Fish,898,
Greenbelt,CKCbig,899,11.7,-25.5,14.4,46.7,3.3,M1,9/1/14,2013,0813GBCKCbig14,,Fish,899,
Greenbelt,CKCbig,900,12.7,-26.2,14.3,47.7,3.3,M1,9/1/14,2013,0813GBCKCbig15,,Fish,900,
Greenbelt,CKCbig,901,12.9,-26.6,14.4,47.8,3.3,M1,9/1/14,2013,0813GBCKCbig16,,Fish,901,
Greenbelt,CKCbig,902,12.5,-25.9,14.6,48.3,3.3,M1,9/1/14,2013,0813GBCKCbig17,,Fish,902,
Greenbelt,BNT,903,10.1,-26.5,14.4,46,3.2,M1,9/1/14,2013,0914GBBNT01,,Fish,903,
Greenbelt,BNT,904,10.3,-26.2,10.9,33.4,3.1,C,9/1/14,2013,0914GBBNT01,,Fish,904,
Greenbelt,BNT,905,10.8,-26.1,9.8,32.3,3.3,C,9/1/14,2013,0914GBBNT02,,Fish,905,
Greenbelt,BNT,906,10.2,-26.6,14,45.6,3.3,A,9/1/14,2013,0914GBBNT02,,Fish,906,
Greenbelt,BNT,907,11,-26.8,13.7,44.7,3.3,A,9/1/14,2013,0914GBBNT03,,Fish,907,
Greenbelt,BNT,908,12,-26.8,10.1,33.2,3.3,C,9/1/14,2013,0914GBBNT03,,Fish,908,
Greenbelt,BNT,909,10.7,-27.1,14.2,48.4,3.4,A,9/1/14,2013,0914GBBNT04,,Fish,909,
Greenbelt,BNT,910,11.3,-26.6,9.2,30.5,3.3,C,9/1/14,2013,0914GBBNT04,,Fish,910,
Greenbelt,BNT,911,11.5,-26.3,14.5,47,3.2,A,9/1/14,2013,0914GBBNT05,,Fish,911,
Greenbelt,BNT,912,12.2,-26.2,13.5,42.9,3.2,C,9/1/14,2013,0914GBBNT05,,Fish,912,
Greenbelt,BNT,913,11.2,-25.9,14.6,46.4,3.2,A,9/1/14,2013,0914GBBNT06,,Fish,913,
Greenbelt,BNT,914,12,-26.3,12,39,3.3,C,9/1/14,2013,0914GBBNT06,,Fish,914,
Greenbelt,BNT,915,12,-26.4,10.7,36,3.4,C,9/1/14,2013,0914GBBNT07,,Fish,915,
Greenbelt,BNT,916,11.3,-26.3,13.9,46.2,3.3,A,9/1/14,2013,0914GBBNT07,,Fish,916,
Greenbelt,BNT,917,10.1,-26.9,14.1,46.7,3.3,A,9/1/14,2013,0914GBBNT08,,Fish,917,
Greenbelt,BNT,918,10.5,-26.4,11,34.6,3.1,C,9/1/14,2013,0914GBBNT08,,Fish,918,
Greenbelt,BNT,919,10.6,-26.7,13.8,46.6,3.4,A,9/1/14,2013,0914GBBNT09,,Fish,919,
Greenbelt,BNT,920,11.1,-26,11.9,37,3.1,C,9/1/14,2013,0914GBBNT09,,Fish,920,
Greenbelt,BNT,921,12.3,-26.2,14.2,45.5,3.2,C,9/1/14,2013,0914GBBNT10,,Fish,921,
Greenbelt,BNT,922,11.6,-26.4,14.1,46.6,3.3,A,9/1/14,2013,0914GBBNT10,,Fish,922,
Greenbelt,BNT,923,10.4,-26.9,13.2,44.4,3.4,A,9/1/14,2013,0914GBBNT11,,Fish,923,
Greenbelt,BNT,924,10.7,-26.5,13.9,44,3.2,C,9/1/14,2013,0914GBBNT11,,Fish,924,
Greenbelt,BNT,925,10.3,-26.6,14,46.2,3.3,A,9/1/14,2013,0914GBBNT12,,Fish,925,
Greenbelt,BNT,926,11,-26.9,12.3,41.9,3.4,C,9/1/14,2013,0914GBBNT12,,Fish,926,Replicate samples
Greenbelt,BNT,926,11,-26.9,12.4,42.2,3.4,C,9/1/14,2013,0914GBBNT12,,Fish,926,Replicate samples
Greenbelt,BNT,927,11.6,-26,8.9,27.5,3.1,C,9/1/14,2013,0914GBBNT13,,Fish,927,
Greenbelt,BNT,928,11.2,-27,13.6,46.6,3.4,A,9/1/14,2013,0914GBBNT13,,Fish,928,
Greenbelt,BNT,929,10,-27.9,13.2,46.6,3.5,A,9/1/14,2013,0914GBBNT14,,Fish,929,
Greenbelt,BNT,930,11,-27.4,10.3,33.5,3.3,C,9/1/14,2013,0914GBBNT14,,Fish,930,
Greenbelt,BNT,931,10.2,-26.2,14.1,46.8,3.3,A,9/1/14,2013,0914GBBNT15,,Fish,931,
Greenbelt,BNT,932,10.9,-26.7,11.4,39,3.4,C,9/1/14,2013,0914GBBNT15,,Fish,932,
Greenbelt,BNT,933,10.7,-26.5,13.2,46.7,3.5,A,9/1/14,2013,0914GBBNT16,,Fish,933,
Greenbelt,BNT,934,11.2,-26.9,10.4,34.3,3.3,C,9/1/14,2013,0914GBBNT16,,Fish,934,
Greenbelt,BNT,935,10.6,-26.7,14,44.2,3.1,A,9/1/14,2013,0914GBBNT17,,Fish,935,
Greenbelt,BNT,936,11.9,-27.5,9.6,34.7,3.6,C,9/1/14,2013,0914GBBNT17,,Fish,936,Replicate samples
Greenbelt,BNT,936,11.9,-27.3,9.6,33.8,3.5,C,9/1/14,2013,0914GBBNT17,,Fish,936,Replicate samples
Greenbelt,BNT,937,11.5,-27.2,9,30.2,3.4,C,9/1/14,2013,0914GBBNT18,,Fish,937,
Greenbelt,BNT,938,10.7,-27.1,12.3,46.8,3.8,A,9/1/14,2013,0914GBBNT18,,Fish,938,
Greenbelt,BNT,939,11.9,-26.9,14.3,46.3,3.2,A,9/1/14,2013,0914GBBNT21,,Fish,939,
Greenbelt,BNT,940,12.7,-26.7,9.8,31.7,3.2,C,9/1/14,2013,0914GBBNT21,,Fish,940,
Private Ranch,BNT,943,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT03,,Fish,943,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,945,9.8,-25.4,14.5,47.4,3.3,A,9/1/14,2013,0914MMBNT05,,Fish,945,
Private Ranch,BNT,947,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT08,,Fish,947,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,948,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT09,,Fish,948,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,949,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT10,,Fish,949,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,949,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT10,,Fish,949,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,950,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT11,,Fish,950,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,951,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT12,,Fish,951,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,952,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT13,,Fish,952,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,953,10.2,-25.3,8.6,41.5,4.8,A,9/1/14,2013,0914MMBNT14,,Fish,953,
Private Ranch,BNT,954,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT15,,Fish,954,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,955,NA,NA,NA,NA,NA,A,9/1/14,2013,0914MMBNT16,,Fish,955,Sample lost during the analysis. Rerun the sample.
Private Ranch,BNT,956,9.2,-27.6,13.4,47.8,3.6,A,9/1/14,2013,0914MMBNT17,,Fish,956,
Private Ranch,BNT,957,10.1,-25.8,14,45,3.2,C,9/1/14,2013,0914MMBNT09,,Fish,957,
Private Ranch,BNT,958,9.4,-24.8,9.4,30.2,3.2,C,9/1/14,2013,0914MMBNT10,,Fish,958,
Private Ranch,BNT,959,9.9,-24.3,10,30.8,3.1,C,9/1/14,2013,0914MMBNT11,,Fish,959,
Private Ranch,BNT,960,9.6,-26.3,10.2,33.4,3.3,C,9/1/14,2013,0914MMBNT12,,Fish,960,
Private Ranch,BNT,961,9.5,-25.9,9.2,31.4,3.4,C,9/1/14,2013,0914MMBNT13,,Fish,961,
Private Ranch,BNT,962,9.4,-25.3,9.7,30.5,3.1,C,9/1/14,2013,0914MMBNT14,,Fish,962,
Private Ranch,BNT,963,9.2,-24.6,10.6,34.2,3.2,C,9/1/14,2013,0914MMBNT15,,Fish,963,
Private Ranch,BNT,964,9.3,-25,9.2,28.8,3.1,C,9/1/14,2013,0914MMBNT16,,Fish,964,
Private Ranch,BNT,965,4.7,-30.6,8.6,41.9,4.9,C,9/1/14,2013,0914MMBNT17,,Fish,965,Replicate samples
Private Ranch,BNT,965,4.8,-30.7,9,42.2,4.7,C,9/1/14,2013,0914MMBNT17,,Fish,965,Replicate samples
Private Ranch,Corixidae,1,5.5,-27.8,12.6,50.4,4,,6/28/13,2013,,,Invertebrate,1-062813mm2cor,
Private Ranch,Tricorythidae,2,4.3,-33.2,10.3,43.7,4.2,,6/28/13,2013,,,Invertebrate,2-062813mm2tri,
Private Ranch,Chironomidae,3,5.3,-33,9.8,43.7,4.5,,6/28/13,2013,,,Invertebrate,3-062813mm2chi,
Private Ranch,Sphaeriidae,5,6,-28.6,11.3,42.6,3.8,,6/28/13,2013,,,Invertebrate,5-062813mm2sph,
Private Ranch,Physidae,8,3.9,-27.9,8.5,38.9,4.6,,6/28/13,2013,,,Invertebrate,8-062813mm2phy,
Private Ranch,Hymenoptera,9,5.8,-26.2,13.1,48.4,3.7,,6/28/13,2013,terrestrial,,Invertebrate,9-062813mm2hym,
Private Ranch,Ancylidae,11,3.4,-30,12.2,45.9,3.7,,6/28/13,2013,,,Invertebrate,11-062813mm2anc,
Private Ranch,Oligachaeta,13,5.1,-25.1,11.7,42.6,3.6,,6/28/13,2013,,,Invertebrate,13-062813mm2olig,
Private Ranch,Ephemeridae,15,5.5,-28.2,8.2,37.7,4.6,,6/28/13,2013,,,Invertebrate,15-062813mm2eph,
Private Ranch,Caenidae,16,4.2,-30.1,8.2,37.4,4.5,,6/28/13,2013,,,Invertebrate,16-062813mm2cae,Weight percent values suspect. Use with caution.
Private Ranch,Hydrophilidae,17,3.8,-26.3,11.6,50.3,4.4,,6/28/13,2013,,,Invertebrate,17-062813mm2hyd,
Greenbelt,Heptageniidae,21,6.3,-30.6,8.8,41.5,4.7,,6/30/13,2013,,,Invertebrate,21-063013gb9hep,
Greenbelt,Gomphidae,22,8.5,-28.5,11.1,47.5,4.3,,6/30/13,2013,,,Invertebrate,22-063013gb9gom,
Greenbelt,Coenagrionidae,26,8.3,-29,11,49.1,4.4,,6/30/13,2013,,,Invertebrate,26-063013gb9coe,
Greenbelt,Aeshnidae,30,8.7,-29,11.6,45.1,3.9,,6/30/13,2013,,,Invertebrate,30-063013gb9aesh,
Greenbelt,Physidae,32,9.4,-27.1,8.6,38.2,4.5,,6/30/13,2013,,,Invertebrate,32-063013gb9phy,
Greenbelt,Tricorythidae,33,6.4,-30.7,10.1,43.1,4.3,,6/30/13,2013,,,Invertebrate,33-063013gb9tri,
Greenbelt,Caenidae,35,6.1,-29.5,10.4,41.8,4,,6/30/13,2013,,,Invertebrate,35-063013gb9cae,
Greenbelt,Corbuculidae,36,8.6,-28.8,13,47.6,3.6,,6/30/13,2013,,,Invertebrate,36-063013gb3cor,
Private Ranch,Leptophlebiidae,38,4.7,-31.8,10.2,43.1,4.2,,6/28/13,2013,,,Invertebrate,38-062813mm5lept,
Private Ranch,Isopoda,40,4,-29.1,5.5,25.4,4.6,,6/28/13,2013,,,Invertebrate,40-062813mm5iso,Weight percent values suspect. Use with caution.
Private Ranch,Gammaridae,42,5.2,-29.8,7.2,37.8,5.2,,6/28/13,2013,,,Invertebrate,42-062813mm5gam,Weight percent values suspect. Use with caution.
Private Ranch,Tricorythidae,44,4.3,-31.6,8.3,33.9,4.1,,6/28/13,2013,,,Invertebrate,44-062813mm5tri,Weight percent values suspect. Use with caution.
Private Ranch,Corbiculidae,45,5.5,-22.7,4.3,23.6,5.5,,6/28/13,2013,,,Invertebrate,45-062813mm5corb,Weight percent values suspect. Use with caution.
Private Ranch,Gomphidae,46,5.5,-30.7,9.8,46.7,4.8,,6/28/13,2013,,,Invertebrate,46-062813mm5gom,
Private Ranch,Corixidae,48,6.1,-29.8,12.5,46.5,3.7,,6/28/13,2013,,,Invertebrate,48-062813mm5cor,
Private Ranch,Ceratopogonidae,49,7.2,-27.7,11.6,45.1,3.9,,6/28/13,2013,,,Invertebrate,49-062813mm5cera,
Greenbelt,Phryganeidae,50,8.5,-30.6,7.8,38.3,4.9,,6/30/13,2013,,,Invertebrate,50-063013gb3phr,
Private Ranch,Ephemerellidae,51,4.3,-34.4,10,43,4.3,,6/28/13,2013,,,Invertebrate,51-062813mm5eph,
Private Ranch,Limnephilidae,52,3.4,-27.9,8.8,48.4,5.5,,6/28/13,2013,,,Invertebrate,52-062813mm5lim,
Private Ranch,Baetidae,53,5.4,-33.4,9.8,42.2,4.3,,6/28/13,2013,,,Invertebrate,53-062813mm5bae,
Greenbelt,Physidae,54,7.4,-29.1,9.1,39.4,4.3,,6/30/13,2013,,,Invertebrate,54-063013gb6phy,
Greenbelt,Physidae,55,7.4,-28.4,10.4,41.8,4,,6/30/13,2013,,,Invertebrate,55-063013gb3phy,
Greenbelt,Chironomidae,57,9.8,-28.5,11.1,45.2,4.1,,6/30/13,2013,,,Invertebrate,57-063013gb3chi,
Greenbelt,Tricorythidae,59,7.5,-29.8,9.8,40.9,4.2,,6/30/13,2013,,,Invertebrate,59-063013gb3tri,
Greenbelt,Leptophlebiidae,60,7.5,-29.4,10.5,44.2,4.2,,6/30/13,2013,,,Invertebrate,60-063013gb3lept,
Greenbelt,Leptophlebiidae,60,7.7,-29.7,10.2,42.3,4.2,,6/30/13,2013,,,Invertebrate,60-063013gb3lept,
Greenbelt,Caenidae,61,6.7,-29.6,11,43.9,4,,6/30/13,2013,,,Invertebrate,61-063013gb3cae,
Greenbelt,Neoephemeridae,66,6.6,-29.5,9.5,39.9,4.2,,6/30/13,2013,,,Invertebrate,66-063013gb6neo,
Greenbelt,Heptageniidae,68,7.1,-29.1,9.5,39.9,4.2,,6/30/13,2013,,,Invertebrate,68-063013gb6hep,
Greenbelt,Isopoda,69,5.8,-27.4,6.3,30.4,4.8,,6/30/13,2013,,,Invertebrate,69-063013gb6iso,
Greenbelt,Corbiculidae,71,8.1,-26.4,6.8,31.9,4.7,,6/30/13,2013,,,Invertebrate,71-063013gb6corb,
Greenbelt,Chironomidae,72,8.5,-28.3,8.2,36.9,4.5,,8/5/13,2013,,,Invertebrate,72-080513gb9chir,
Greenbelt,Tricorythidae,73,7.1,-29.2,10.4,42.6,4.1,,8/5/13,2013,,,Invertebrate,73-080513gb9tri,
Greenbelt,Heptageniidae,74,7.7,-29.8,7.1,34.9,4.9,,8/5/13,2013,,,Invertebrate,74-080513gb9hep,
Greenbelt,Collembola,78,6.7,-25.9,6.5,30.6,4.7,,8/6/13,2013,,,Invertebrate,78-080613gb3col,
Greenbelt,Heptageniidae,80,8.4,-27.7,10.5,43.5,4.1,,8/6/13,2013,,,Invertebrate,80-080613gb3hep,
Greenbelt,Decapoda,81,8.9,-25.5,13.3,43.3,3.3,,8/5/13,2013,,,Invertebrate,81-080513gb9dec,
Greenbelt,Gammaridae,82,7.5,-27.5,6.8,36.2,5.3,,8/5/13,2013,,,Invertebrate,82/84-080513gb9iso/amp,Weight percent values suspect. Use with caution.
Greenbelt,Tricorythidae,83,8.8,-27.9,11.2,43.9,3.9,,8/6/13,2013,,,Invertebrate,83-080613gb3tri,
Greenbelt,Gomphidae,85,10,-27.5,11.1,45.3,4.1,,8/5/13,2013,,,Invertebrate,85-080513gb9gom,
Greenbelt,Leptoceridae,88,7.8,-28.9,8,45.1,5.6,,8/5/13,2013,,,Invertebrate,88-080513gb9lepto,
Greenbelt,Physidae,89,8.6,-27.4,10.3,41.8,4.1,,8/6/13,2013,,,Invertebrate,89-080613gb3phy,
Greenbelt,Coenagrionidae,90,9.2,-27.3,12.1,45.1,3.7,,8/5/13,2013,,,Invertebrate,90-080513gb9coe,
Greenbelt,Isopoda,92,6.8,-27.1,7.4,32.7,4.4,,8/6/13,2013,,,Invertebrate,92-080613gb3iso,
Greenbelt,Chironomidae,95,9.8,-27.5,9.8,42.5,4.3,,8/6/13,2013,,,Invertebrate,95-080613gb3chir,
Greenbelt,Ephemerellidae,123,9,-29.6,10.1,43.4,4.3,,8/6/13,2013,,,Invertebrate,123-080613gb3eph,
Greenbelt,Leptophlebiidae,124,8.2,-27.9,10.4,42.7,4.1,,8/6/13,2013,,,Invertebrate,124-080613gb3lept,
Greenbelt,Baetidae,125,9.4,-30.5,8.3,42.2,5.1,,8/6/13,2013,,,Invertebrate,125-080613gb3bae,
Greenbelt,Aeshnidae,127,9.3,-27.2,11.2,43.7,3.9,,8/6/13,2013,,,Invertebrate,127-080613gb3aesh,
Greenbelt,Hydropsychidae,130,8.4,-28.7,8.8,40.6,4.6,,8/6/13,2013,,,Invertebrate,130-080613gb3hydr,
Greenbelt,Coenagrionidae,131,9.9,-28,11.7,45.7,3.9,,8/6/13,2013,,,Invertebrate,131-080613gb3coe,
Greenbelt,Planorbidae,133,7.5,-28.2,5.6,34.5,6.2,,8/6/13,2013,,,Invertebrate,133-080613gb3pla,
Private Ranch,Corixidae,134,4.6,-28.3,12,47.3,3.9,,8/5/13,2013,,,Invertebrate,134-080513mm2cor,
Private Ranch,Hahniidae,135,7.6,-27,11.8,47.1,4,,8/5/13,2013,,,Invertebrate,135-080513mm2hah,
Private Ranch,Heptageniidae,137,4.4,-28.3,11.6,44.4,3.8,,8/5/13,2013,,,Invertebrate,137-080513mm2hept,
Greenbelt,Corixidae,140,6.7,-21.2,12.2,48.3,4,,8/6/13,2013,,,Invertebrate,140-080613gb3cor,
Greenbelt,Dytiscidae,144,5.3,-26.3,10.6,44.2,4.2,,8/6/13,2013,,,Invertebrate,144-080613gb3dyt,
Greenbelt,Corbiculidae,145,8.1,-28.4,10.1,41.2,4.1,,8/6/13,2013,,,Invertebrate,145-080613gb3corb,
Private Ranch,Hydropsychidae,146,4.8,-29.4,11.3,44.4,3.9,,8/5/13,2013,,,Invertebrate,146-080513mm2hydr,
Greenbelt,Tricorythidae,148,7.4,-29.8,9.5,42.3,4.4,,6/30/13,2013,,,Invertebrate,148-063013gb6tri,
Private Ranch,Tricorythidae,149,4,-28.7,10,41.9,4.2,,8/5/13,2013,,,Invertebrate,149-080513mm2tri,
Private Ranch,Ephemeridae,150,5.2,-28,11.9,45.5,3.8,,8/5/13,2013,,,Invertebrate,150-080513mm2eph,
Private Ranch,Culicidae,151,6.8,-28.4,11.2,46.9,4.2,,8/5/13,2013,,,Invertebrate,151-080513mm2cul,
Private Ranch,Baetidae,153,4.7,-28.4,11.9,47.7,4,,8/5/13,2013,,,Invertebrate,153-080513mm2bae,
Private Ranch,Amphipoda,154,4.2,-28.7,7.6,34.8,4.6,,8/5/13,2013,,,Invertebrate,154-080513mm2amp,
Private Ranch,Decapoda,155,6.6,-28.7,11.9,44.2,3.7,,6/28/13,2013,,,Invertebrate,155-062813mm2dec,
Private Ranch,Decapoda,156,5.9,-27.3,8.7,36.1,4.2,,8/5/13,2013,,,Invertebrate,156-080513mm2dec,
Private Ranch,Ephemeridae,158,5.1,-28.2,11.7,45.1,3.9,,8/6/13,2013,,,Invertebrate,158-062813mm5eph,
Private Ranch,Corbiculidae,159,5.5,-29,12.3,46.7,3.8,,8/5/13,2013,,,Invertebrate,159-080513mm2corb,
Greenbelt,Chironomidae,160,8.6,-30.2,8.3,38.9,4.7,,6/30/13,2013,,,Invertebrate,160-063013gb3chi,
Private Ranch,Chironomidae,161,5.8,-28.6,11.5,47.2,4.1,,6/28/13,2013,,,Invertebrate,161-062813mm8chi,
Private Ranch,Siphlonuridae,165,5.8,-32.2,11.7,48.8,4.2,,6/28/13,2013,,,Invertebrate,165-062813mm8siph,
Private Ranch,Heptageniidae,167,5,-30.6,10.8,45.3,4.2,,6/28/13,2013,,,Invertebrate,167-062816mm8hept,
Private Ranch,Hydropsychidae,168,6,-31.5,9.8,42.8,4.4,,6/28/13,2013,,,Invertebrate,168-062813mm8hydr,
Private Ranch,Leptoceridae,170,5.5,-29,9.5,48.1,5.1,,8/5/13,2013,,,Invertebrate,170-080513mm8lept,
Private Ranch,Decapoda,171,5.3,-28,8.8,38.3,4.3,,8/5/13,2013,,,Invertebrate,171-080513mm8dec,Weight percent values suspect. Use with caution.
Private Ranch,Isopoda,172,5.6,-26.8,8,34,4.2,,8/5/13,2013,,,Invertebrate,172-080513mm8iso,Weight percent values suspect. Use with caution.
Private Ranch,Tricorythidae,173,6.8,-28.2,10.4,43.1,4.2,,8/5/13,2013,,,Invertebrate,173/174-080513mm8tri/eph,
Private Ranch,Ephydridae,174,7.1,-28.4,11.1,46.1,4.1,,8/5/13,2013,,,Invertebrate,174-080513mm8ephy,
Private Ranch,Leptophlebiidae,175,5.1,-27.9,9.7,39.2,4.1,,8/5/13,2013,,,Invertebrate,175-080513mm8lept,
